age,balance,average_spending,average_balance,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,has_deposits_no,has_deposits_yes,loan_no,loan_yes,has_insurance_n,has_insurance_y,has_mortgage_no,has_mortgage_yes,predictions
25.0,3929.7297525076833,0.7741726096480306,3911.4467375263916,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6906762391249159
41.233851784080514,2385.313508865632,3.455926301742402,2394.163984199901,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.6906728513456241
28.0,970.4958631257421,-3.2561980561064594,945.3303642019639,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6906017276796765
47.0,3081.1355553869435,2.3303695763297765,3026.1776496230896,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False,0.6905715540339533
54.0,3614.2979596317928,-3.315532775885058,3547.622643359706,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.6905583863390372
26.0,330.0949002082536,0.1407482400250342,323.04874718218764,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.6905251209988589
35.0,378.62047773579974,1.6084292645049527,305.0439833015213,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.6905206270794964
30.0,4282.4375648770665,3.3125091946410974,4215.665700692183,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6905190056394113
26.0,215.2273954103488,1.602337024674382,166.99300475984185,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6905064850879267
41.233851784080514,13003.520783645114,2.6631610660479783,12985.733747854889,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.6904971708056645
51.0,1446.902949484042,2.3227234557209884,1423.5957720608899,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.6904903220406665
28.0,478.3856262577658,-0.9031725590643418,494.5440461392842,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6904520511695325
26.0,69.81048980714053,0.16232309800966277,70.11881973298907,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6904301187434778
69.0,9187.571127363595,4.593144100919671,9077.985466295577,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.6903876164982452
41.233851784080514,4447.693345671155,6.062853692480785,4402.770484580547,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.6903850865951694
69.0,24.910199136625703,-3.897199519615989,-1.7544172539219913,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.6903843898937594
65.0,920.372585932894,0.675686574938045,950.8111167849867,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.6903236203313148
51.0,1602.076330148554,-2.5185272958156384,1657.9149852440837,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,0.6902949611906702
34.0,2873.0128861922185,-3.6395898774877424,2886.48192982014,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,True,False,0.6902513926475402
36.0,12263.091213333642,-1.3390843639997911,12269.973220753407,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.6901954022079059
35.0,374.01864251321973,4.552532365273141,330.3197907629326,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6901614934439577
30.0,525.0732863538612,-2.125247042108758,609.0221416546763,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6900632391714406
21.0,8227.184759346394,0.39482808984888834,8260.940878122123,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False,0.68998327115989
24.0,3324.4789754263543,-3.6860070938426723,3432.429976368182,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6899573047564556
56.0,930.5007814871656,-7.7918386900308,1023.1351606593905,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,0.6899472634687043
26.0,347.76031361876613,-1.272469017831479,268.08319714008167,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.6899372787037622
60.0,1727.5270733520788,4.0447662784306795,1564.7437193009287,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,0.6899310770693957
28.0,466.5829634630036,-1.3626474595412401,450.1593763156451,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6899209605604715
27.0,255.58532425695822,-4.201663174861031,294.6341839088279,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.6898892871861154
27.0,97.41176130081479,-3.7384399779447595,151.05692109216616,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.6898666694443734
35.0,666.1841716701446,-4.867889301535433,704.4276744855007,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6898494764314649
25.0,2474.774035810585,-2.290999769421469,2490.445218365304,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6898272016735716
65.0,331.0869256606873,0.54638291109271,276.01957825679085,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,0.6898145559735228
64.0,3238.662011925294,-0.3384107204972679,3188.2615359691545,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,0.6897552329197575
26.0,2553.4290385551203,2.2898237384810454,2516.768568348132,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.6897207667125715
74.0,859.6731054754382,-6.32119392449672,898.7056622061783,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,0.6897200605398346
34.0,505.1496728099496,-5.506338332826017,544.2242481335433,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6897032725167703
23.0,2542.334597266878,0.06921540048902898,2541.7692197724846,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,0.6896499244437387
23.0,4073.3857441757536,-3.2010266703645174,4137.032237140614,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.6896467941911394
55.0,57.67793163652106,5.633730474678122,6.169422767762634,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,True,False,0.6896140358471379
29.0,1412.6292071649875,0.5649150592440129,1390.7750930630536,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6896093633884475
29.0,388.3287854086848,-2.9162154690554574,450.49653847894325,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.6895825571342317
29.0,195.2052221228443,-2.8852982066509525,173.89501641154888,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6895369125482516
60.0,11227.811097533107,0.0719618769203953,11270.168280020656,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False,0.689523579967421
25.0,2427.970849816381,5.531098082479657,2371.956397880357,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.6895227534515582
28.0,169.7875775528803,6.547544342979234,53.031789063025286,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.6894155574421761
33.0,3138.7969346068217,-4.637496217340904,3157.991930037788,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6893944694827644
28.0,858.9132134364692,3.2607608338426597,777.5274183319642,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.6893513140436974
53.0,10510.845353764005,2.02778838696795,10532.372398744144,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.6893419237549402
58.0,2172.8294410112953,4.1439379418870885,2083.7006532190153,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,0.6893180701947053
51.0,618.1590935151578,-0.40455824026796106,589.938787493987,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.6892820000580826
37.0,494.52215444856483,3.677731971358105,436.84121852846613,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,0.6892617822453682
50.0,4835.035315638843,-3.938775952650067,4848.6474464750545,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.6892179349197838
30.0,888.3824394381396,-5.733759346306901,909.2688738256583,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6892176404302739
50.0,797.1179435917874,1.8639804507792315,811.8738453659148,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,True,False,0.689150171769001
30.0,792.7737341908656,0.23117158079425282,744.480920955829,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6891492231298213
27.0,1789.4912137176043,-2.1764011420720273,1843.9682411473648,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6891343671181143
30.0,678.544951362125,6.9134013331964415,546.5017678024367,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6891172420964304
26.0,3360.1005960302728,-3.5705918035577087,3414.8123535496466,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.6891088614243567
27.0,212.25708621400145,1.597678389025556,189.9688420670864,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,0.689039943614145
34.0,703.0201889071046,2.7725514429602662,692.1258498064144,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6890209596794915
27.0,273.3829789074701,1.9658066649318562,266.5246333918069,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.6889975912386747
44.0,10933.437389886261,2.2307234257927484,10890.43156856573,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.6889760501720369
31.0,492.20635356631294,4.14433090226094,402.8241414141703,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,0.6889417194136286
35.0,549.292516449497,3.3107427701577374,487.0138377633979,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.688906063940217
32.0,430.65460965076096,3.3333917551644867,371.4295612709489,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.688906063940217
27.0,6787.884290208271,-1.2550852161569857,6801.0678702719515,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6888645347405695
34.0,516.0580058287159,-6.710396034280489,587.5649216012265,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.6888628563111845
60.0,556.2174992515799,3.4921529265737763,463.36733189607224,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.6885983576007801
37.0,733.146688282645,3.843637421700346,695.504090841919,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6885922600974043
46.0,11291.713297681741,-0.4102346373636101,11367.981718603896,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.6885755094041248
27.0,844.0641443605003,-0.41935437573037687,852.2561261372316,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,0.6885359736317337
60.0,2609.6584604277914,-3.254430022336546,2707.916308440144,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.6884720381875651
66.0,219.1067563445956,2.2991451286769484,140.57749710253825,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,True,False,0.688471540929485
28.0,883.6385318906276,1.615429883798888,841.4983869610203,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6884653825194043
29.0,1092.5708402978069,-0.774699242641982,1170.4775114622335,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6884437058387369
32.0,4874.410970338902,-4.403334119791834,4937.017692535041,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.6884044651111999
27.0,3796.1845709683157,-1.6133786850362777,3781.777344019073,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.6883615612317588
41.233851784080514,1117.074851256405,-1.9160121972570687,1091.833460215631,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,0.6883498366535958
38.0,10504.65210972721,-3.491186587146367,10590.09093421727,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.6882850191492272
29.0,2586.1050912694727,1.5971422475056716,2534.615596046743,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6882657839600168
45.0,1587.6153251555384,2.671369533692541,1526.785074249771,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,0.6882549617456054
32.0,34677.29541337927,5.708576789786748,34633.67170676611,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,True,False,0.6882355125150116
59.0,2352.8207391397127,-3.6977728728740114,2412.3099029920163,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,0.6882232593750132
25.0,119.57812504710606,-0.4496100125424982,134.03243014485196,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,0.6881960300599619
26.0,750.7558357661501,1.17455746221744,773.3411844965171,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.6881180053529599
31.0,528.702722117481,0.25979849638256836,523.6146621015148,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6880832146045261
61.0,1120.0518286898541,-1.9271102745674125,1197.9657659128716,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.6880553070890396
25.0,4202.046329453682,4.484913151128913,4168.3717385159825,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.6879731201727896
29.0,744.0251597934292,3.3869319602276393,732.7028097954075,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.6879573625451973
63.0,3183.608773152433,7.9792566683673245,3104.4580654371343,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.687940694503502
30.0,3761.705673372581,1.65963258592481,3770.376554772154,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6878584599544059
36.0,723.7497757711603,-3.8038337571200556,799.0802990460122,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6878428602353491
60.0,5279.5071179329325,-0.7464677622358431,5261.132079902997,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.6877993917665237
41.233851784080514,2709.8434183890363,4.39101778055352,2686.4550404065794,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,True,False,0.6877948085401044
58.0,3065.620405899475,-0.12525143748041956,2993.8504106333257,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,True,False,0.6877838380967713
43.0,1041.4309047955899,2.4951667124106143,1038.7604243806945,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6877786187062632
34.0,302.003772710495,2.11851943804916,273.4498591609376,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6877482405873979
33.0,132.19938057528395,-6.134376764300826,242.65805924876562,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.6876954877998283
57.0,228.43872006789874,-5.158902628849401,272.4839229943057,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.6876843653097597
60.0,1865.933872736204,1.4534854527528205,1851.5642886919875,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.687655653175618
50.0,91.60602590609003,-3.5701669250603993,140.04594448838924,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.6875131453199314
28.0,483.90062060231134,4.78710154384454,382.2521534434303,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.6874923071353132
65.0,4739.018202448367,2.4775386448986683,4714.53554571028,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,0.6873968559456585
36.0,165.60439126654592,2.3472871082550686,126.50103150576157,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6873758214417723
31.0,942.0940421104335,1.0633445228553138,934.1397867143046,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.687320470026819
53.0,485.94887784464754,-2.297111617126534,592.2570183957863,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False,0.6872538651854683
60.0,356.64866155675105,-3.8075949741175124,376.1914144850274,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,0.6872522768640933
28.0,5464.030022070799,1.763318978358766,5468.3217008399915,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6872336319327762
56.0,3309.4552712431846,0.22910358757682844,3288.936104682271,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,True,False,0.6872282803198752
25.0,1178.3159152157173,-4.268148168419884,1230.7911286367537,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6872036518231573
43.0,3430.3236624409883,-5.745258144317904,3509.4129624025654,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.6871698165954281
34.0,224.22101950582905,1.7749497099226073,211.63631848493412,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6871320880174902
64.0,582.922354540703,-3.6827422007691575,572.7014918313099,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,0.6871239215718223
20.0,6879.941023534256,-4.075872679605418,6985.165660804514,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False,0.6871016861069572
28.0,6778.80694730293,1.6299935022839418,6796.228255792679,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6870859259964933
25.0,1195.5010694363525,-3.8755003026394843,1216.1212820402818,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.6870678012741861
55.0,2397.6412075104176,0.7180811669121613,2375.1493029892313,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,True,False,0.6870502320318136
25.0,2769.926239175894,-3.3884579216133353,2817.3115126125526,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.6870466098935463
24.0,1197.7191302752144,-3.5586770471342244,1225.711883494237,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False,0.6870322961402452
50.0,1296.1235987120465,3.1322369772322416,1205.1123440577305,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6869710994457457
76.0,1453.7126765844278,1.0220427619251768,1515.1762503837942,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,True,False,0.6869358657343289
26.0,1356.6820548847224,-4.528600668631907,1458.8235542791076,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,0.6869341010609459
30.0,4808.154014087696,1.55706417116995,4797.723920291634,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.686872019271143
26.0,121.30419103243906,1.8762323026401042,95.5972348194195,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.6868525059995246
22.0,27.676328759795616,-1.3796647267865458,29.94135282324695,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.6868446580195717
54.0,1912.7084499006598,2.0372750166030347,1881.0709597864707,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,0.6868373593930762
27.0,3875.121864029418,1.0561566574650534,3925.833593480042,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.6867467320918154
36.0,4682.08491630106,-4.355943994100853,4731.5783779261465,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.6866761168520322
65.0,2443.4468473685006,4.644257002911145,2348.0113091747717,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,True,False,0.6866502285647286
41.233851784080514,3217.767997916431,-5.411748452732791,3312.684236554199,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,0.686639584433032
29.0,1110.0192422019068,6.827572302517356,1018.5463648742282,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6866160838635977
28.0,1541.0542999069442,-3.4396342535435815,1559.3236398148167,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6865807015767227
30.0,303.8783148628165,1.0024653429059298,328.061009933871,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.6865766327119713
65.0,597.2118554371098,0.7679620163049867,589.683354019138,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.6865507264403928
31.0,315.69025343121785,-2.842403691169559,341.0672126226725,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6865204050902837
27.0,978.7967711368262,2.5067125590896784,903.884175334358,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.6864821939537243
25.0,4719.761161027234,-3.379524896769326,4732.755231761123,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.6863934599230984
28.0,186.09781238159746,1.748995287525771,130.8596967312559,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.6863774725517245
59.0,4697.489246309513,-0.4829904351440928,4745.597885029068,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.6863547282938414
45.0,4847.634765556594,3.7079059673649315,4831.507809838192,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.686277012745183
42.0,7772.31913618006,3.577850876073644,7702.373256826508,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,True,False,0.6862460269640503
42.0,472.34834917481163,-5.279349908563092,556.8503112852515,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.6862421647619403
32.0,1951.3515291734557,2.9220667334142854,1892.2135161320316,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6861926178950177
53.0,653.0979889133915,2.9457691740704606,667.1812760868701,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.686170450747791
26.0,3041.5528382461907,7.8410168139145755,2863.5439693510098,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6861533435776392
42.0,2761.0156707244064,-6.31567970537657,2821.1046285706,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.6861022391490269
29.0,190.93746346860783,1.516721378293871,198.4981188516535,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,0.6860974229013267
73.0,3394.6396462744674,-3.8806864265959486,3432.02243735606,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,0.6860801717449497
47.0,3721.3178462136366,-4.7089549980783705,3728.532392779669,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6860400658990068
28.0,1609.3632178540547,-2.2468295183328792,1717.067448186131,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.6860324220949384
49.0,138.52705946171466,-4.70893359640873,288.37048736688735,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.6860188594057682
31.0,14548.695079434448,0.5781920396571514,14538.179790285203,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,0.686005069906021
59.0,6873.8868518085355,-0.9947951603672845,6891.807941234942,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,0.6859896775593889
51.0,689.806775409931,-2.246965670974123,746.7555364440773,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.6859748298343358
28.0,3814.936425448519,-2.888437918579184,3801.962256881537,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.6859651465926859
